Facility Name:,Zip Code,County,Adult Dogs: In Shelter Count as of  1/1/2017,Adult Dogs: In Foster Care Count 1/1/2017,Adult Dogs: Stray,Adult Dogs: Owner Relinquished,Adult Dogs: Owner Requested Euthanasia upon intake,Adult Dogs: Transfer in from another Colorado organization  ,Adult Dogs: Transfer in from Out of State organization,Adult Dogs: Other: TNR/Protective Custody/Returns/Disaster Relief,Adult Dogs: Adoption,Adult Dogs: Returned To Owner (RTO),Adult Dogs: Transferred out to another Colorado organization,Adult Dogs: Transferred to an out of state organization,Adult Dogs: Other live outcomes (ie: tnr/snr),Adult Dogs: Died,Adult Dogs: Missing/Stolen,Adult Dogs: Shelter Euthanasia ,Adult Dogs: Owner Requested Euthanasia,Adult Dogs: In Shelter Count as of 12/31/2017,Adult Dogs: In Foster Care Count 12/31/2017,** End of Adult Dog section **,Juvenile Dogs: In Shelter Count as of 1/1/2017,Juvenile Dogs: In Foster Care Count 1/1/2017,Juvenile Dogs: Stray,Juvenile Dogs: Owner Relinquished ,Juvenile Dogs: Owner Requested Euthanasia upon intake,Juvenile Dogs: Transfer in from another Colorado organization,Juvenile Dogs: Transfer in from Out of State organization,Juvenile Dogs: Other: TNR/Protective Custody/Returns/Disaster relief,Juvenile Dogs: Adoption ,Juvenile Dogs: Returned To Owner (RTO),Juvenile Dogs: Transferred out to another Colorado organization,Juvenile Dogs: Transferred to an out of state organization,Juvenile Dogs: Other live outcomes (ie tnr/snr) ,Juvenile Dogs: Died,Juvenile Dogs: Missing/Stolen,Juvenile Dogs: Shelter Euthanasia,Juvenile Dogs: Owner Requested Euthanasia,Juvenile Dogs: In Shelter Count as of 12/31/2017,Juvenile Dogs: In Foster Care Count 12/31/2017,** End of Juvenile Dog section **,Adult Cats: In Shelter Count as of 1/1/2017,Adult Cats: In Foster Care Count 1/1/2017,Adult Cats: Stray,Adult Cats: Owner Relinquished,Adult Cats: Owner Requested Euthanasia upon intake,Adult Cats: Transfer in from another Colorado organization,Adult Cats: Transfer in from Out of State organization,Adult Cats: Other: TNR/Protective Custody/Returns/Disaster Relief,Adult Cats: Adoption,Adult Cats: Returned To Owner (RTO),Adult Cats: Transferred out to another Colorado organization,Adult Cats: Transferred to an out of state organization,Adult Cats: Other live outcomes (ie: tnr/snr),Adult Cats: Died,Adult Cats: Missing / Stolen,Adult Cats: Shelter Euthanasia,Adult Cats: Owner Requested Euthanasia ,Adult Cats: In Shelter Count as of 12/31/2017,Adult Cats: In Foster Care Count 12/31/2017,** End of Adult Cat section **,Juvenile Cats: In Shelter Count as of 1/1/2017,Juvenile Cats: In Foster Care Count 1/1/2017,Juvenile Cats: Stray ,Juvenile Cats: Owner Relinquished,Juvenile Cats: Owner Requested Euthanasia upon intake,Juvenile Cats: Transfer in from another Colorado organization,Juvenile Cats: Transfer in from Out of State organization,Juvenile Cats: Other: TNR/Protective Custody/Returns/Disaster Relief,Juvenile Cats: Adoption ,Juvenile Cats: Returned To Owner (RTO),Juvenile Cats: Transferred out to another Colorado organization,Juvenile Cats: Transferred to an out of state organization,Juvenile Cats: Other Live Outcomes (ie:tnr / snr),Juvenile Cats: Died ,Juvenile Cats: Missing/Stolen,Juvenile Cats: Shelter Euthanasia,Juvenile Cats: Owner Requested Euthanasia ,Juvenile Cats: In Shelter Count as of 12/31/2017,Juvenile Cats: In Foster Care Count 12/31/2017,** End of Juvenile Cats section **,Birds: In Shelter Count as of 1/1/2017,Birds: In Foster Care Count 1/1/2017,Birds: Stray,Birds: Owner Relinquished,Birds: Owner Requested Euthanasia upon intake,Birds: Transfer in from another Colorado organization,Birds: Transfer in from Out of State organization,Birds: Other: TNR/Protective Custody/Returns/Disaster Relief,Birds: Adoption,Birds: Returned To Owner (RTO),Birds: Transferred out to another Colorado organization,Birds: Transferred to an out of state organization,Birds: Other Live Outcomes(ie: tnr/snr),Birds: Died,Birds: Missing/Stolen ,Birds: Shelter Euthanasia,Birds: Owner Requested Euthanasia,Birds: In Shelter Count as of 12/31/2017,Birds: In Foster Care Count 12/31/2017,** End of Birds section **,Small Mammal: In Shelter Count as of 1/1/2017,Small Mammal: In Foster Care Count 1/1/2017,Sm Mammal: Stray,Sm Mammal: Owner Relinquished,Sm Mammal: Owner Requested Euthanasia upon intake,Sm Mammal: Transfer in from another Colorado organization,Sm Mammal: Transfer in from Out of State organization,Sm Mammal: Other: TNR/Protective Custody/Returns/Disaster Relief,Sm Mammal: Adoption,Sm Mammal: Returned To Owner (RTO),Sm Mammal: Transferred out to another Colorado organization,Sm Mammal: Transferred to an out of state organization,Sm Mammal: Other Live Outcomes (ie: tnr/snr),Sm Mammal: Died,Sm Mammal: Missing/Stolen ,Sm Mammal: Shelter Euthanasia,Sm Mammal: Owner Requested Euthanasia,Sm Mammal: In Shelter Count as of 12/31/2017,Sm Mammal: In Foster Care Count as of 12/31/2017,** End of Small Mammal section **,Reptiles & Amphibians: In Shelter Count as of 1/1/2017,Reptiles & Amphibians: In Foster Care Count 1/1/2017,Reptiles & Amphibians: Stray,Reptiles & Amphibians: Owner Relinquished,Reptiles & Amphibians: Owner Requested Euthanasia upon intake,Reptiles & Amphibians: Transfer in from another Colorado organization,Reptiles & Amphibians: Transfer in from Out of State organization,Reptiles & Amphibians: Other: TNR/Protective Custody/Returns/Disaster Relief,Reptiles & Amphibians: Adoption,Reptiles & Amphibians: Returned To Owner (RTO),Reptiles & Amphibians: Transferred out to another Colorado organization,Reptiles & Amphibians: Transferred to an out of state organization,Reptiles & Amphibians: Other Live Outcomes (ie: tnr/snr),Reptiles & Amphibians: Died,Reptiles & Amphibians: Missing/Stolen ,Reptiles & Amphibians: Shelter Euthanasia,Reptiles & Amphibians: Owner Requested Euthanasia,Reptiles & Amphibians: In Shelter Count as of 12/31/2017,Reptiles & Amphibians: In Foster Care Count as of 12/31/2017,** End of Reptiles & Amphibians section **,Rabbits: In Shelter Count as of 1/1/2017,Rabbits: In Foster Care Count 1/1/2017,Rabbits: Stray,Rabbits: Owner Relinquished,Rabbits: Owner Requested Euthanasia upon intake,Rabbits: Transfer in from another Colorado organization,Rabbits: Transfer in from Out of State organization,Rabbits: Other: TNR/Protective Custody/Returns/Disaster Relief,Rabbits: Adoption,Rabbits: Returned To Owner (RTO),Rabbits: Transferred out to another Colorado organization,Rabbits: Transferred to an out of state organization,Rabbits: Other Live Outcomes ( ie: tnr/snr),Rabbits: Died,Rabbits: Missing / Stolen ,Rabbits: Shelter Euthanasia,Rabbits: Owner Requested Euthanasia,Rabbits: In Shelter Count as of 12/31/2017,Rabbits: In Foster Care Count as of 12/31/2017,** End of Rabbits section **,Other: In Shelter Count as of 1/1/2017,Other: In Foster Care Count 1/1/2017,Other: Stray,Other: Owner Relinquished,Other: Owner Requested Euthanasia upon intake,Other: Transfer in from another Colorado organization,Other: Transfer in from Out of State organization,Other: TNR/Protective Custody/Returns/Disaster Relief,Other: Adoption,Other: Returned To Owner (RTO),Other: Transferred out to another Colorado organization,Other: Transferred to an out of state organization,Other: Other Live Outcomes (ie: tnr/snr),Other: Died,Other: Missing / Stolen ,Other: Shelter Euthanasia,Other: Owner Requested Euthanasia,Other: In Shelter Count as of 12/31/2017,Other: In Foster Care Count as of 12/31/2017,Location 1
Peanut's Place Bully Rescue,80864,El Paso County,16,2,0,0,0,0,3,0,7,0,0,0,0,0,0,1,0,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoder 80864
(38.73857, -104.191482)"
CITY OF YUMA ANIMAL SHELTER,80759,Yuma County,0,0,99,0,0,0,0,0,0,88,6,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma 80759
(40.154043, -102.667528)"
"Canine Candor, Inc.",80615,Weld County,,2,,3,,,13,,14,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eaton 80615
(40.531849, -104.673097)"
"Rocky Mountain Great Dane Rescue, Inc",80228,Jefferson County,0,8,0,31,0,5,3,0,35,0,0,0,1,0,0,2,0,0,9,,0,0,0,11,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood 80228
(39.690219, -105.14615)"
Underdogs,80305,Boulder County,,20,1,3,0,17,32,0,62,0,0,0,0,1,0,0,0,0,10,,0,0,1,1,0,5,36,0,41,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder 80305
(39.980884, -105.251971)"
"Oh Be Dogful Pet Ranch, Inc",81224,Gunnison County,11,0,0,4,0,4,6,0,9,0,0,0,0,1,0,0,0,15,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crested Butte 81224
(38.874336, -106.91678)"
"Buck'n-R-Ranch Animal Rescue, Inc.",80116,Douglas County,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,1,20,0,0,0,0,2,0,0,0,0,0,0,0,0,31,0,"Franktown 80116
(39.337137, -104.713239)"
County of Park Animal Shelter,80421,Park County,104,0,88,0,0,0,0,0,0,68,32,0,0,1,0,0,0,91,0,,,,,,,,,,,,,,,,,,,,,,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,"Bailey 80421
(39.444417, -105.521483)"
Colorado Puppy Rescue,80015,Arapahoe County,,2,,,,38,154,,190,,1,1,,,,,,,2,,,9,,,,38,798,,819,,,,,14,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora 80015
(39.622871, -104.772908)"
North Star Siberian Husky Rescue,80132,El Paso County,0,2,1,27,0,17,0,0,41,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monument 80132
(39.09592, -104.847227)"
Town of Limon Animal Shelter,80828,Lincoln County,0,0,29,0,0,0,0,5,1,33,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Limon 80828
(39.290427, -103.683971)"
Grey Ghost Weimaraner Rescue,80132,El Paso County,0,0,,2,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MONUMENT 80132
(39.09592, -104.847227)"
"International Hearing Dog, Inc.",80640,Adams County,32,0,0,6,0,0,31,0,31,0,0,0,0,0,0,0,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson 80640
(39.887851, -104.87655)"
NEW HOPE RESCUE INC,80923,Teller County,0,0,1,3,0,4,219,20,242,2,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,69,12,65,0,0,0,0,4,1,0,0,0,11,,0,0,3,2,0,0,21,0,22,0,0,1,0,0,0,0,0,0,3,,0,0,0,5,0,0,42,0,39,0,0,5,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado Springs 80923
(38.924671, -104.715926)"
Great Pyrenees Rescue and Sanctuary,80831,El Paso County,11,0,0,61,0,4,50,0,115,0,1,0,0,0,0,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peyton 80831
(38.974291, -104.539816)"
Safe Place for Pets,80829,El Paso County,0,0,,13,,,,,11,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,10,1,,36,,,,2,37,,,,,,,1,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manitou Springs 80829
(38.848802, -104.914931)"
City of Aurora Animal Shelter PetSmart,80021,Adams County,0,0,0,0,0,120,0,0,120,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,80,0,0,80,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Westminster 80021
(39.888912, -105.106509)"
Harley's Dream,80513,Larimer County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berthoud 80513
(40.298463, -105.106736)"
Front Range German Shepherd Rescue,80223,Denver County,0,7,0,0,0,54,17,0,71,0,1,0,0,0,0,0,0,0,7,,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver 80223
(39.698081, -105.001615)"
My Second Home Rescue,80612,Weld County,0,7,0,7,0,2,61,0,71,0,0,0,0,1,0,0,0,0,5,,0,0,0,0,0,0,56,0,53,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carr 80612
(40.858005, -104.88483)"
Town Of Akron,80720,Washington County,0,0,31,2,0,0,0,1,3,28,3,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,0,0,9,0,0,0,0,1,6,1,2,0,0,0,0,1,0,0,0,,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Akron 80720
(40.064774, -103.193904)"
Golden Retriever Rescue of The Rockies,80007,Jefferson County,6,3,2,117,0,18,83,0,210,0,6,0,0,0,0,7,0,6,0,,0,0,0,36,0,2,1,0,36,0,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arvada 80007
(39.839939, -105.186131)"
,,Total,2656,1458,32343,15186,4122,5431,16772,5861,41242,23007,5167,461,291,260,54,5192,4094,2661,1428,,271,461,2418,2020,27,2426,14935,1066,19650,611,1172,38,4,447,18,297,25,229,763,,2048,420,13221,11481,1576,2561,2334,4641,22184,2431,2294,27,3539,344,27,3789,1562,1990,435,,311,349,9831,4676,38,3128,2674,1307,15963,246,2322,20,365,748,14,1204,37,314,490,,666,0,251,423,11,94,0,100,621,83,129,0,6,55,1,20,11,619,0,,129,14,712,2058,140,73,50,149,2192,53,398,20,2,36,4,284,133,160,39,,19,1,177,229,8,9,0,47,236,28,138,0,10,8,0,35,8,22,2,,197,86,472,844,25,92,18,74,1140,39,254,0,6,63,2,100,24,178,2,,110,5,402,495,17,42,6,392,741,203,198,1,9,30,1,157,17,99,13,
MaxFund Animal adoption Center,80204,Denver County,52,16,175,259,0,43,153,0,601,43,3,0,0,15,0,0,0,59,10,,4,5,14,21,0,28,30,0,47,7,0,0,0,7,0,0,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver 80204
(39.7345, -105.020783)"
City of Montrose Animal Shelter,81401,Montrose County,4,0,546,86,0,2,0,18,224,381,19,0,0,0,0,21,0,11,0,,0,0,25,1,0,2,0,0,8,17,1,0,0,0,0,0,0,2,0,,7,0,157,49,0,4,0,16,123,33,28,0,0,0,0,49,0,0,0,,2,0,114,28,0,22,0,1,133,3,1,0,0,1,0,15,0,14,0,,0,0,10,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,18,3,0,0,0,0,19,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Montrose 81401
(38.493124, -107.836691)"
Garfield County Animal Welfare FOundation INc,81650,Garfield County,20,3,314,296,5,135,142,1,592,231,6,3,0,1,1,14,5,18,3,,6,1,20,62,0,1,13,21,138,9,1,0,0,2,0,0,0,5,11,,10,5,75,131,3,30,59,0,234,16,7,0,7,2,0,9,3,10,1,,4,13,62,172,0,0,11,16,264,3,0,2,0,24,2,0,0,5,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,"Rifle 81650
(39.71652, -108.013527)"
Katmandu Paonia,81428,Delta County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,29,8,0,2,0,0,34,0,2,0,0,0,0,3,0,17,1,,0,3,48,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paonia 81428
(38.92599, -107.597202)"
Delta County Humane Society,81416,Delta County,0,5,9,14,0,9,0,12,28,14,4,0,0,0,0,0,0,,3,,0,0,2,34,0,22,0,0,54,0,0,0,0,2,0,0,0,0,2,,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,0,3,11,2,0,12,0,0,18,0,0,0,0,6,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta 81416
(38.736655, -108.099446)"
Almost Home Adoptions,80031,Jefferson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,131,38,0,0,1,26,160,3,0,0,26,2,0,4,0,75,0,,3,0,351,32,0,0,4,0,401,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westminster 80031
(39.874619, -105.039583)"
Rottie Aid,80128,Jefferson County,,18,1,6,0,17,12,1,40,0,0,0,0,1,0,2,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Littleton 80128
(39.575718, -105.080337)"
Longmont Friends of Feral & Abandoned Cats,80504,Boulder County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,31,0,8,0,201,17,1,23,0,187,0,0,15,0,,11,,,4,85,5,0,1,0,4,2,0,87,0,4,3,0,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longmont 80504
(40.162559, -105.022467)"
Denver Dachshunds Rescue and Transport,80808,El Paso County,0,51,0,4,0,0,205,0,197,0,1,0,0,10,0,0,0,0,27,,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhan 80808
(38.974316, -104.313488)"
Life is Better Rescue,80219,Denver County,0,9,0,13,0,69,96,0,176,0,1,0,0,0,0,2,0,0,8,,0,1,0,3,0,20,154,0,169,0,0,0,0,2,0,1,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,6,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,34,0,0,31,0,1,0,0,1,0,1,0,0,0,"Denver 80219
(39.696096, -105.034969)"
My Fairy Dawg Mother Rescue,80011,Arapahoe County,8,8,5,14,0,4,71,0,90,0,0,0,0,0,0,4,0,8,8,,4,4,0,1,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora 80011
(39.74187, -104.799113)"
Rocky Mountian Collie and Sheltie Rescue Inc.,81007,Pueblo County,0,24,0,14,0,21,13,2,51,0,0,0,0,2,0,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pueblo West 81007
(38.341733, -104.749697)"
