PACFA License Number:,Footnotes:,Facility Name:,Zip Code,County,Adult Dogs,Adult Dogs: Beginning Count ,Adult Dogs: Beginning Foster Count,Adult Dogs: Stray,Adult Dogs: Owner Relinquished,Adult Dogs: Owner Requested Euthanasia upon intake,Adult Dogs: Transfer in from another Colorado organization  ,Adult Dogs: Transfer in from Out of State organization,Adult Dogs: Other: TNR / Protective Custody / Returns / Disaster Relief,Adult Dogs: Adoption,Adult Dogs: Returned To Owner (RTO),Adult Dogs: Transfer or Rescue out to another Colorado organization,Adult Dogs: Transfer or Rescue out to an Out of State organization,Adult Dogs: Other live outcomes (ie: tnr/snr),Adult Dogs: Died,Adult Dogs: Missing / Stolen,Adult Dogs: Shelter Euthanasia ,Adult Dogs: Owner Requested Euthanasia,Adult Dogs: Ending Count,Adult Dogs: Foster Count,Adult Dogs: AVG LOS,Adult Dogs: Notes,Juvenile Dogs,Juvenile Dogs: Beginning Count,Juvenile Dogs: Beginning Foster Count,Juvenile Dogs: Stray,Juvenile Dogs: Owner Relinquished ,Juvenile Dogs: Owner Requested Euthanasia upon intake,Juvenile Dogs: Transfer in from another Colorado organization,Juvenile Dogs: Transfer in from Out of State organization,Juvenile Dogs: Other: TNR / Protective Custody / Returns / Disaster relief,Juvenile Dogs: Adoption ,Juvenile Dogs: Returned To Owner (RTO),Juvenile Dogs: Transfer or Rescue out to another Colorado organization,Juvenile Dogs: Transfer or Rescue out to an Out of State organization,Juvenile Dogs: Other live outcomes (ie tnr / snr) ,Juvenile Dogs: Died,Juvenile Dogs: Missing / Stolen,Juvenile Dogs: Shelter Euthanasia,Juvenile Dogs: Owner Requested Euthanasia,Juvenile Dogs: Ending Count,Juvenile Dogs: Foster Count,Juvenile Dogs: AVG LOS,Juvenile Dogs: Notes,Adult Cats,Adult Cats: Beginning Count,Adult Cats: Beginning Foster Count,Adult Cats: Stray,Adult Cats: Owner Relinquished,Adult Cats: Owner Requested Euthanasia upon intake,Adult Cats: Transfer in from another Colorado organization,Adult Cats: Transfer in from Out of State organization,Adult Cats: Other: TNR / Protective Custody / Returns / Disaster Relief,Adult Cats: Adoption,Adult Cats: Returned To Owner (RTO),Adult Cats: Transfer or Rescue out to another Colorado organization,Adult Cats: Transfer or Rescue out to an Out of State organization,Adult Cats: Other Live Outcomes (ie: tnr / snr),Adult Cats: Died,Adult Cats: Missing / Stolen,Adult Cats: Shelter Euthanasia,Adult Cats: Owner Requested Euthanasia ,Adult Cats: Ending Count ,Adult Cats: Foster Count,Adult Cats: AVG LOS,Adult Cats: Notes,Juvenile Cats,Juvenile Cats: Beginning Count,Juvenile Cats: Beginning Foster Count,Juvenile Cats: Stray ,Juvenile Cats: Owner Relinquished,Juvenile Cats: Owner Requested Euthanasia upon intake,Juvenile Cats: Transfer in from another Colorado organization,Juvenile Cats: Transfer in from Out of State organization,Juvenile Cats: Other: TNR / Protective Custody / Returns / Disaster Relief,Juvenile Cats: Adoption ,Juvenile Cats: Returned To Owner (RTO),Juvenile Cats: Transfer or Rescue out to another Colorado organization,Juvenile Cats: Transfer or Rescue out to an Out of State organization,Juvenile Cats: Other Live Outcomes (ie:tnr / snr),Juvenile Cats: Died ,Juvenile Cats: Missing / Stolen,Juvenile Cats: Shelter Euthanasia,Juvenile Cats: Owner Requested Euthanasia ,Juvenile Cats: Ending Count,Juvenile Cats: Foster Count,Juvenile Cats: AVG LOS,Juvenile Cats: Notes,Birds,Birds: Beginning Count,Birds: Beginning Foster Count,Birds: Stray,Birds: Owner Relinquished,Birds: Owner Requested Euthanasia upon intake,Birds: Transfer in from another Colorado organization,Birds: Transfer in from Out of State organization,Birds: Other: TNR / Protective Custody / Returns / Disaster Relief,Birds: Adoption,Birds: Returned To Owner (RTO),Birds: Transfer or Rescue out to another Colorado organization,Birds: Transfer or Rescue out to an Out of State organization,Birds: Other Live Outcomes(ie: tnr / snr),Birds: Died,Birds: Missing / Stolen ,Birds: Shelter Euthanasia,Birds: Owner Requested Euthanasia,Birds: Ending Count,Birds: Foster Count,Birds: AVG LOS,Birds: Notes:,Small Mammal,Small Mammal: Beginning Count,Small Mammal: Beginning Foster Count,Sm Mammal: Stray,Sm Mammal: Owner Relinquished,Sm Mammal: Owner Requested Euthanasia upon intake,Sm Mammal: Transfer in from another Colorado organization,Sm Mammal: Transfer in from Out of State organization,Sm Mammal: Other: TNR / Protective Custody / Returns / Disaster Relief,Sm Mammal: Adoption,Sm Mammal: Returned To Owner (RTO),Sm Mammal: Transfer or Rescue out to another Colorado organization,Sm Mammal: Transfer or Rescue out to an Out of State organization,Sm Mammal: Other Live Outcomes (ie: tnr / snr),Sm Mammal: Died,Sm Mammal: Missing / Stolen ,Sm Mammal: Shelter Euthanasia,Sm Mammal: Owner Requested Euthanasia,Sm Mammal: Ending Count,Sm Mammal: Foster Count,Sm Mammal: AVG LOS,Sm Mammal: Notes:,Reptiles,Reptiles: Beginning Count,Reptiles: Beginning Foster Count,Reptiles: Stray,Reptiles: Owner Relinquished,Reptiles: Owner Requested Euthanasia upon intake,Reptiles: Transfer in from another Colorado organization,Reptiles: Transfer in from Out of State organization,Reptiles: Other: TNR / Protective Custody / Returns / Disaster Relief,Reptiles: Adoption,Reptiles: Returned To Owner (RTO),Reptiles: Transfer or Rescue out to another Colorado organization,Reptiles: Transfer or Rescue out to an Out of State organization,Reptiles: Other Live Outcomes (ie: tnr / snr),Reptiles: Died,Reptiles: Missing / Stolen ,Reptiles: Shelter Euthanasia,Reptiles: Owner Requested Euthanasia,Reptiles: Ending Count,Reptiles: Foster Count,Reptiles: AVG LOS,Reptiles: Notes:,Rabbits,Rabbits: Beginning Count,Rabbits: Beginning Foster Count,Rabbits: Stray,Rabbits: Owner Relinquished,Rabbits: Owner Requested Euthanasia upon intake,Rabbits: Transfer in from another Colorado organization,Rabbits: Transfer in from Out of State organization,Rabbits: Other: TNR / Protective Custody / Returns / Disaster Relief,Rabbits: Adoption,Rabbits: Returned To Owner (RTO),Rabbits: Transfer or Rescue out to another Colorado organization,Rabbits: Transfer or Rescue out to an Out of State organization,Rabbits: Other Live Outcomes ( ie: tnr / snr),Rabbits: Died,Rabbits: Missing / Stolen ,Rabbits: Shelter Euthanasia,Rabbits: Owner Requested Euthanasia,Rabbits: Ending Count,Rabbits: Foster Count,Rabbits: AVG LOS,Rabbits: Notes:,Other,Other: Beginning Count,Other: Beginning Foster Count,Other: Stray,Other: Owner Relinquished,Other: Owner Requested Euthanasia upon intake,Other: Transfer in from another Colorado organization,Other: Transfer in from Out of State organization,Other: TNR / Protective Custody / Returns / Disaster Relief,Other: Adoption,Other: Returned To Owner (RTO),Other: Transfer or Rescue out to another Colorado organization,Other: Transfer or Rescue out to an Out of State organization,Other: Other Live Outcomes (ie: tnr / snr),Other: Died,Other: Missing / Stolen ,Other: Shelter Euthanasia,Other: Owner Requested Euthanasia,Other: Ending Count,Other: Foster Count,Other: AVG LOS,Other: Notes:,Location 1
PL000VPL,,Safe Harbor Lab Rescue,80439,Jefferson County,, ,17, ,55, ,54,151, ,235,6,10, , , , ,11, , ,15,30,"The average length of stay for adults was 29.75 days. This included a number of dogs with exceptionally long stays due to being in hospice or lengthy medical care for heartworm disease or other issues.

The median stay, that is LOS in the middle (half above and half below) rather than the average which is skewed by outlier values, for our dogs in 2016 was 15.5 days.

Our euthanasia number was higher this year due to taking in more senior dogs and having some of our hospice dogs pass away. 
",, , , ,3, ,1,7, ,11, , , , , , , , , , ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evergreen
(39.633517, -105.328888)"
PL002NVN,,Divine Feline Inc,80219,Denver County,, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,, , ,1, , , , , , , , , , , , , , ,1,1,23,,, , ,95, , , , , ,77, , , , ,1, ,2, ,16,16,21.62,95% of the kittens we take in are from feral cat colonies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver
(39.738453, -104.984853)"
PL001ECU,,Almost Home Adoptions,80031,Jefferson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85, ,192,31, , , ,51,159,2, , ,51, , ,2, ,89, ,62,"Calculation of AVG LOS does not include special needs, sanctuary cats",,8, ,304,23, , , , ,390, , , , ,1, , , , , ,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westminster
(39.863462, -105.050335)"
PL002MCR,,Mother Gaia Rescue,80026,Boulder County,, , , ,2, , ,28, ,27, , , , , , ,1, , ,2,41,,, , , ,5, ,1,15, ,21, , , , , , , , , , ,30,,, , , ,1, , , , ,1, , , , , , , , , , ,30,,, , , ,2, , ,13, ,15, , , , , , , , , , ,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette
(30.22126, -92.018773)"
PL001U99,,Red Hill animal Health Center,81623,Garfield County,, , ,44, , ,,,,4,39,1,,,,,,, , ,2,,, , , , , , , , , , , , , , , , , , , , ,,, , ,3, , , , , , ,3, , , , , , , ,,,2,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carbondale
(37.725277, -89.21672)"
PL0029U8,,Great Pyrenees Rescue and Sanctuary,80831,El Paso County,,14, , ,29, ,6,25,16,80, , , , , , , , ,10,2,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peyton
(46.650299, -92.021103)"
AG001YFQ,**,Rocky Mtn CockerRescue,80922,El Paso County,,34,34,2,68,1,23,52, ,133,1,1, , ,1, ,10,1,33,33,90.1,,,7,7, ,3, , ,1,2,10, , , , ,2, , , ,1,1,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parker
(39.518515, -104.762773)"
PL00172C,,Rocky Mountain Puppy Rescue,80241,Adams County,, ,6, , , ,1,265, ,265, , , , , , , , ,,7,15,,, ,14, , , , ,632, ,628, , , , ,4, , , ,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thornton
(39.868977, -104.984149)"
PL000JPX,,pet project,81007,Pueblo County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25, ,1,35, ,257,77,6,379,2,1,1,4,1,1,5, ,9, ,26,"We took in senior cats, cats with medical issues, cats needing dental work, injured cats and ringworm.",,44, , ,21, ,266,198,33,532,4,9, , ,9, ,4, ,10,1,41,"We take in new born kittens and pregnant moms. We take kittens that need extra time to grow, heal or are sick.  We take in kittens with ringworm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pueblo west
(38.322234, -104.739288)"
PL002V0F,,Greenhorn Valley Animal Rescue,81019,Pueblo County,,2,2,,2,,,,,,,,,,,,,,2,2,,We brought in 2 adult dogs and they were fostered until adopted in 2017.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado City
(32.388445, -100.86463)"
PL0017GB,**,Rocky Mountain Yorkie Rescue,80134,Douglas County,,22,22,1,19, ,2, , ,22, , , , , , , , ,22,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parker
(39.518515, -104.762773)"
PL002SW2,**,Longmont Friends of Feral & Abandoned Cats,80504,Boulder County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2, , ,9, ,201,23, ,4, ,186, , ,2, ,215,8,16,,, ,7,84, , , , , ,2, ,83, , , , , , , ,4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longmont
(40.165729, -105.101194)"
PL000UPS,**,"Retriever Rescue of Colorado, Inc.",80439,Jefferson County,,32,32, ,14,9,6,103,9,148, , , , ,1, , , ,25,252,46,,,4,4, , , , ,58,30,64, , , , ,2, , , ,26,26,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evergreen
(39.633517, -105.328888)"
PL000Z39,,"Animal Rescue Connection, Inc.",80504,Boulder County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,18, ,33, , ,58, , , , , , ,1, ,6,6,58,,, , ,17,19, ,21, , ,53, , , , , , ,4, , , ,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longmont
(40.165729, -105.101194)"
PL0027E7,**,Graceland Animal Rescue,81507,Mesa County,,65,65, ,37, ,10,15, ,56, , ,1, ,2, , , ,5,5,26,,,13,13, , , ,9,4, ,10, , , , ,3, , , , , ,60,all 13 puppies were born while in foster care.  We rescued their mother's not knowing they were pregnant.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Junction
(39.067379, -108.570816)"
PL0006A2,,"Ark-Valley Humane Society, Inc",81211,Chaffee County,,7,1,177,150, ,25,22, ,213,163,10,1, , , ,4, ,14,2,13.5,,, , ,5,15, , ,17, ,34,2, , , ,1, , , , , ,44.1,,,19, ,86,115, ,81,2, ,247,22,14, , ,1, ,7, ,13,1,22.2,,,4,9,59,81, ,49, , ,168, ,14, , ,9, ,6, ,3, ,36.7,,, , ,2, , , , , ,1,1, , , , , , , , , ,1.1,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , ,1, , , , , , , , , ,1, , , , , , ,0.2,,, , , , , , , , , ,,,,,,,,,,,,,"Buena Vista
(37.734446, -79.354257)"
PL001Q0C,**,RUFF Rescue,80010,Arapahoe County,,17,17, , , , ,230, ,203, , , ,227, , ,3, ,27,27,29,,, , , , , , ,135, ,132, , , ,132,3, , , , , ,13,,,13,13, , , , ,95, ,91, , , ,108, , , , ,17,17,81,,, , , , , , ,62, ,62, , , ,62, , , , , , ,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora
(41.75527, -88.309507)"
PL002KJM,,Painted Paws for Veterans,80831,El Paso County,,44, ,2,18, ,2,65,10,58, ,8, , ,1, ,4, ,70, ,126,All adults euthanized were due to medical issues in consultation with our Veterinarian. One senior died of natural causes.,,38, , ,2, ,7,44,23,69, ,7, , ,11, ,7, ,20, ,69,"Intake Juvenile Dogs Other: 1 return, 22 born on the ranch
Outcome Juvenile Dogs Died or Euthanized: 18 puppies were lost during the year due to illnesses contracted prior to or during transport to the ranch. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peyton
(46.650299, -92.021103)"
PL001HSM,,Oh Be Dogful Pet Ranch,81224,Gunnison County,,8,,,4,,5,1,,4,,,,,,,2,,11,,216,Many of our animals have been deemed unadoptable and live here as a sanctuary type animal.  That is why our avg los is so large,,1,,1,,,,,,1,,,,,,,,, ,,13,,,2,,,2,,,,,,,,,,,,,,2,,365,our 2 foster cats have lived with us for several years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crested Butte
(38.870681, -106.980937)"
PL000AYA,**,Flitesong Cage Bird Sanctuary,80919,El Paso County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50, , ,3, , , , , , , , , ,10, , , ,40, ,3560,"Birds are here for their lifetimes, so I put 356 days x ten years as the average LOS. Parrots, even small ones, can live decade, but finches and canaries have short lives (6 of the 10 deceased were canaries and finches). 

Adoptions are infrequent because: 1)I took down my website and my Facebook page a few years ago, so people only hear about Flitesong by word-of mouth; 2)  I put potential adopters through a rigorous screening process and most people are not willing to answer all my questions, so I don't adopt out to them; and 3) most of the birds here are very old of little interest to those wanting a pet bird. 

I purchased one zebra finch and my husband gave me a pair of diamond doves - all from PetsMart in Colorado Springs. Not sure how to show those commercially acquired birds on this form, so I put them under owner relinquished. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado Springs
(38.835224, -104.819798)"
PL000ABH,**,Colorado Reptile Humane Society,80504,Weld County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,16,20,47, ,15, ,18,52, , , ,4,23,3,23, ,100,12,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Longmont
(40.165729, -105.101194)"
PL000019,**,Humane Society of Boulder Valley,80301,Boulder County,,34,4,892,707,57,377,732,389,2058,788,36,5,80,3, ,167,57,36,8,6.9,,,1,20,34,56, ,98,835,76,1020,9,1,1,6,7, ,17, , ,13,7.5,,,37,6,365,586,43,169,89,125,1047,198,9, ,31,3, ,113,43,18,7,12.1,,,9,5,147,153, ,312,105,25,648,3,2,3,1,28, ,13, ,2,7,20.5,,, , ,31,36,2, , ,1,55,1,4, , ,2, ,1,2, , ,8.4,,,11,7,23,303,8,22, ,17,307,3,3, ,10,6, ,21,8,27,6,22.5,,, , ,7,5, ,1, , ,5,5,3, , , , , , , , ,11.3,,,2, ,13,52,3,1, ,16,70,4,4, , ,2, ,4,3,2, ,9.8,,, , ,10,3, , , , ,3,10,,,,,,,,,,0.5,,"Boulder
(40.015831, -105.27927)"
PL002ECL,,Mile High Dachshunds Rescue,80111,Arapahoe County,, ,8, ,48, ,14,9, ,71, ,1, , , , , , , ,8,41.56,Had several srs. that tool a long time to place. Have had many medical and a behavioral issue we needed to have corrected and treated before adoption will be allowed .,, , , ,1, , ,5, ,5, , , , , , , , , ,1,63.83,"We do not release our puppies for adoption until they are fully vaccinated with Rabies and puppy immunizations  HW tested , parasite free and  Bordatella updates, which takes time :)
We only release before spay and neuter to adopters who are know to people on the rescue system to fully guarantee that will be spay and neutered.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Englewood
(39.649436, -104.98891)"
PL0024Q0,**,cats alive,81101,Alamosa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,17,3, , , ,62,2,1,20, ,, , , ,1,1,3,12,,,49,49,48, , , , ,20,1, ,53, , ,3, , , ,3,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"alamosa
(37.468191, -105.874293)"
PL0008HD,**,County of Park Animal Shelter,80421,Park County,,107, ,85,1, , , , , ,79,6, , ,2, , , ,104, ,3,,,,,,,,,,,,,,,,,,,,,,,,,5, ,5, , , , , , , ,5, , , , ,1, ,5, ,3,,, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21, ,10, , , , , , ,,21,,,,,1,,21,,10,Park County had a longer stay for livestock due to bonds for court cases.,"Bailey
(39.405602, -105.472801)"
PL001F9W,,Second Chance Humane Society,81432,Ouray County,,9, ,87,34, ,75,12, ,152,50,5, , ,1, ,3, ,6, ,27,,,2, ,24,16, ,63,1, ,103,2, , , ,1, , , , , ,29,,,43, ,43,15, , , , ,60,4,1, , ,1, ,2, ,33, ,90,,,9, ,66,8, ,6, , ,82,3, , , , , ,1, ,3, ,62,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ridgway
(41.421059, -78.728673)"
PL002614,,Feline Rescue Network dba lookwhatthecatbroughtin,80909,El Paso County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129, ,1,69, ,56,2,,146,4,66, , , , ,5, ,36, ,145,,,5, , ,49, ,33, , ,30, ,10, , ,4, , , ,44, ,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado Springs
(38.835224, -104.819798)"
PL001LW1,**,Adams County Animal Shelter/ Adoption Center,80601,Adams County,,61,7,2205,631,174,50,1,218,1205,1344,330,21, ,10,3,194,174,54,12,10.3,,,2,6,79,22, ,5, ,22,80,22,20, ,3,4, ,5, , ,2,9.2,,,51,6,944,273,70,8, ,32,601,101,119, , ,5,6,448,70,31,3,20.8,,,14,18,540,63, ,5, ,55,333, ,195, , ,39,1,108, ,6,13,16.72,,, , ,33,8, , , ,1,24, ,11, ,1, , ,4, , ,2,8.54,,,1, ,4,25, , , , ,29, , , , , , ,1, , , ,17.52,,, , ,8, , , , ,5,5,1,5, ,1, , ,1, , , ,10,,,1, ,17,10,1,1, , ,9, ,8, , ,2, ,4,1,5,1,14.83,,, , ,3,1,1,1, , ,1,2,1, , , , , ,1, , ,4.25,,"Brighton
(39.986767, -104.812604)"
PL00150J,**,"Humane Society of the South Platte Valley, Inc.",80120,Arapahoe County,,41,11,440,115, ,580, ,108,900,312,44, , , ,1,11, ,23,4,14,,,1,7,6,10, ,61, ,2,86,1, , , , , , , , , ,12,,,15, ,169,54,1,97, ,20,203,20,1, ,8,3, ,93, ,27,1,34,,,19,2,39,11, ,46, ,26,137, ,1, , ,2, ,1, ,2, ,38,,, , ,3, , , , , ,2,1, , , , , , , , , ,6,,, , ,3, , , , , ,2, , , , ,1, , , , , ,10,,, , , , , , , , , , , , , , , , , , , , ,,, , ,2, , , , , , , ,1, , , , , , , , ,17,,, , , , , , , , , , , , , , , , , , , , ,,"Littleton
(39.612653, -105.016198)"
PL002UZM,,Hope For Animals-Clear Creek Rescue,80127,Jefferson County,,17,17,,1,,3,22,,33,,,,,,,,,12,12,59,,,29,29,,1,,41,60,8,135,,,,,,,,,2,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Littleton
(39.612653, -105.016198)"
PL002UQ6,,Brighter Days Dog Rescue,80305,Boulder County,, , , , , , ,33, ,33, , , , , , , , ,2,2,8,,, , , , , , ,63, ,62, , , , ,1, , , ,1,1,6,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,, , , , , , , , , , , , , , , , , , , , ,,"Boulder
(40.015831, -105.27927)"
PL0027H1,**,The Misfits Dog Rescue,80911,El Paso County,,20,17,3,36, ,28,53, ,106, , , , ,3, , , ,11,11,87,,,3,3, ,14, ,2,12,4,28, , , , , , ,2, ,2,2,65,,, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado Springs
(38.835224, -104.819798)"
